id x y z
0 0.52573111 0.85065081 0.00000000
1 -0.52573111 0.85065081 0.00000000
2 0.52573111 -0.85065081 0.00000000
3 -0.52573111 -0.85065081 0.00000000
4 0.85065081 0.00000000 0.52573111
5 0.85065081 0.00000000 -0.52573111
6 -0.85065081 0.00000000 0.52573111
7 -0.85065081 0.00000000 -0.52573111
8 0.00000000 0.52573111 0.85065081
9 0.00000000 -0.52573111 0.85065081
10 0.00000000 0.52573111 -0.85065081
11 0.00000000 -0.52573111 -0.85065081
