id num_vertices num_edges vertices edges
0 3 3 0 1 8 0 7 3
1 3 3 0 8 4 3 19 1
2 3 3 0 4 5 1 18 2
3 3 3 0 5 10 2 21 4
4 3 3 0 10 1 4 8 0
5 3 3 1 10 7 8 25 6
6 3 3 1 7 6 6 22 5
7 3 3 1 6 8 5 23 7
8 3 3 2 9 3 12 16 9
9 3 3 2 4 9 10 27 10
10 3 3 2 4 5 10 11 18
11 3 3 2 5 10 11 13 21
12 3 3 2 10 1 21 8 0
13 3 3 3 6 7 14 15 22
14 3 3 3 7 11 15 26 17
15 3 3 3 11 9 17 28 16
16 3 3 3 9 6 16 24 14
17 3 3 4 9 8 27 19 23
18 3 3 5 10 11 21 29 13
19 3 3 6 9 8 24 27 23
