id num_vertices num_edges vertices edges
0 3 3 0 1 2 0 4 1
1 3 3 0 2 3 1 5 2
2 3 3 0 3 4 2 6 3
3 3 3 0 4 1 3 7 0
4 3 3 5 2 1 9 4 8
5 3 3 5 3 2 10 5 9
6 3 3 5 4 3 11 6 10
7 3 3 5 1 4 8 7 11
